x	y	Edep
-0.00144244	0.00553784	0.0010747
0.0131385	-0.0221698	0.00107039
-0.00545181	-0.0115017	0.00105586
-0.0027937	-0.00950041	0.00101708
-0.00272908	-0.0067658	0.00100686
-0.0192368	0.00417083	0.000916823
-0.0224749	0.00122895	0.000906807
-0.00874316	0.00144037	0.000901005
0.014875	-0.00641666	0.00088587
0.00195861	0.00760561	0.000833394
0.0137136	0.0110515	0.000802242
-0.00125817	0.00770818	0.000794635
0.00499895	-0.00525623	0.000787691
0.00958018	-0.00702255	0.00075818
0.00785995	-0.0028996	0.000751302
0.000581733	-0.0179423	0.000703433
-0.00159399	-0.013237	0.000699726
0.00565709	0.00671139	0.000686371
-0.0111637	-0.00738713	0.000653359
0.00353996	-0.0144404	0.000616082
-0.0124728	-0.0110092	0.000607199
0.00379717	-0.0152997	0.000587962
0.00388372	0.00629797	0.000584307
-0.0176677	-0.00733982	0.00048647
-0.00531979	-0.00860441	0.000480809
-0.00707049	0.00234916	0.00047202
-0.0132032	-0.01842	0.000425001
0.0160697	-0.0149294	0.000405202
-0.00573061	-0.0114478	0.00039924
0.0131362	-0.00241064	0.00036245
0.0151073	-0.000416412	0.000336653
-0.00679082	-0.000671727	0.00029846
-0.0204246	0.0052129	0.00026446
-0.0190813	-0.00614333	0.00025589
0.000533617	-0.0106856	0.00025589
0.00711496	-0.00434887	7.83E-05
-0.00596673	-0.00138632	2.72E-05
